id,name,proposal_count,git_repo,local_path,prj_url,description,last_update
PRJ-20260426-003,calculator-app,1,https://github.com/YeLuo45/calculator-app,/home/hermes/calculator-app,https://yeluo45.github.io/calculator-app/,计算器应用,2026-05-17
PRJ-20260427-001,preschool-puzzle,1,https://github.com/YeLuo45/preschool-puzzle,/home/hermes/preschool-puzzle,https://yeluo45.github.io/preschool-puzzle/,学龄前儿童拼图游戏,2026-05-17
PRJ-20260428-001,whack-a-mole-3d,6,https://github.com/YeLuo45/whack-a-mole-3d,/home/hermes/whack-a-mole-3d,https://yeluo45.github.io/whack-a-mole-3d/,3D打地鼠游戏,2026-05-17
PRJ-20260428-002,flight-chess-3d,3,https://github.com/YeLuo45/flight-chess-3d,/home/hermes/flight-chess-3d,https://yeluo45.github.io/flight-chess-3d/,3D飞行棋游戏,2026-05-17
PRJ-20260430-001,tower-baby-guard,5,https://github.com/YeLuo45/tower-baby-guard,/home/hermes/tower-baby-guard,https://yeluo45.github.io/tower-baby-guard/,塔防宝宝监护游戏,2026-05-17
PRJ-20260430-002,doc-editor,1,https://github.com/YeLuo45/doc-editor,/home/hermes/tower-baby-guard/doc-editor,https://yeluo45.github.io/doc-editor/,文档编辑器，支持多人协作编辑,2026-05-17
PRJ-20260509-001,trading-agents-design,1,https://github.com/YeLuo45/trading-agents-design,/home/hermes/trading-agents-design,https://yeluo45.github.io/trading-agents-design/,交易Agent设计规范文档,2026-05-17
PRJ-20260509-002,trending-dashboard,0,https://github.com/YeLuo45/trending-dashboard,/home/hermes/trending-dashboard,https://yeluo45.github.io/trending-dashboard/,GitHub Trending数据仪表板，实时展示热门项目,2026-05-17
PRJ-20260511-003,astrbot-design,1,https://github.com/YeLuo45/AstrBot,/home/hermes/opensource/AstrBot,https://yeluo45.github.io/AstrBot/,AstrBot机器人设计文档,2026-05-17
PRJ-20260511-004,autoagent-design,1,https://github.com/YeLuo45/AutoAgent,/home/hermes/opensource/AutoAgent,https://yeluo45.github.io/AutoAgent/,AutoAgent自动化Agent设计文档,2026-05-17
PRJ-20260511-005,bmad-method-design,1,https://github.com/YeLuo45/BMAD-METHOD,/home/hermes/opensource/BMAD-METHOD,https://yeluo45.github.io/BMAD-METHOD/,BMAD方法论设计文档,2026-05-17
PRJ-20260511-006,chatdev-design,1,https://github.com/YeLuo45/ChatDev,/home/hermes/opensource/ChatDev,https://yeluo45.github.io/ChatDev/,ChatDev团队协作设计文档,2026-05-17
PRJ-20260511-007,deepcode-design,1,https://github.com/YeLuo45/DeepCode,/home/hermes/opensource/DeepCode,https://yeluo45.github.io/DeepCode/,DeepCode代码分析设计文档,2026-05-17
PRJ-20260511-008,deepseek-coder-design,1,https://github.com/YeLuo45/DeepSeek-Coder,/home/hermes/opensource/DeepSeek-Coder,https://yeluo45.github.io/DeepSeek-Coder/,DeepSeek Coder编程助手设计文档,2026-05-17
PRJ-20260514-001,deepseek-tui-design,0,https://github.com/YeLuo45/deepseek-tui-design,/home/hermes/projects/deepseek-tui-design,https://yeluo45.github.io/deepseek-tui-design/,DeepSeek TUI终端界面设计文档,2026-05-17
PRJ-20260514-002,openspec-design,0,https://github.com/YeLuo45/openspec-design,/home/hermes/opensource/OpenSpec,https://yeluo45.github.io/crawl4ai-design/,OpenSpec规范设计文档,2026-05-17
PRJ-20260514-003,ai-hedge-fund-design,0,https://github.com/YeLuo45/ai-hedge-fund-design,/home/hermes/projects/ai-hedge-fund-design,https://yeluo45.github.io/ai-hedge-fund-design/,AI对冲基金设计文档,2026-05-17
PRJ-20260514-004,crawl4ai-design,0,https://github.com/YeLuo45/crawl4ai-design,/home/hermes/projects/crawl4ai-design,https://yeluo45.github.io/crawl4ai-design/,Crawl4ai网页抓取引擎设计文档,2026-05-17
PRJ-20260514-005,n8n-design,0,https://github.com/YeLuo45/n8n-design,/home/hermes/projects/n8n-design,https://yeluo45.github.io/n8n-design/,n8n工作流自动化设计文档,2026-05-17
PRJ-20260514-006,nanobot-design,0,https://github.com/YeLuo45/nanobot-design,/home/hermes/projects/nanobot-design,https://yeluo45.github.io/nanobot-design/,Nanobot纳米机器人设计文档,2026-05-17
PRJ-20260515-001,thunderbolt-design,0,https://github.com/YeLuo45/thunderbolt-design,/home/hermes/opensource/thunderbolt,https://yeluo45.github.io/thunderbolt-design/,Thunderbolt性能优化设计文档,2026-05-17
PRJ-20260515-002,media-crawler-design,0,https://github.com/YeLuo45/MediaCrawler,/home/hermes/opensource/MediaCrawler,https://yeluo45.github.io/MediaCrawler/,媒体爬虫设计文档,2026-05-17
PRJ-20260515-003,claude-howto-design,0,https://github.com/YeLuo45/claude-howto-design,/home/hermes/opensource/claude-howto,https://yeluo45.github.io/claude-howto-design/,Claude使用指南设计文档,2026-05-17
PRJ-20260515-004,generic-agent-design,0,https://github.com/YeLuo45/generic-agent-design,/home/hermes/opensource/GenericAgent,https://yeluo45.github.io/generic-agent-design/,通用Agent架构设计文档,2026-05-17
PRJ-20260515-005,open-space-design,0,https://github.com/YeLuo45/open-space-design,/home/hermes/opensource/OpenSpace,https://yeluo45.github.io/open-space-design/,开放空间设计文档,2026-05-17
PRJ-20260515-006,scrapling-design,0,https://github.com/YeLuo45/scrapling-design,/home/hermes/opensource/Scrapling,https://yeluo45.github.io/scrapling-design/,Scrapling网页抓取设计文档,2026-05-17
PRJ-20260515-007,claude-code-design,0,https://github.com/YeLuo45/claude-code-design,/home/hermes/opensource/claude-code,https://yeluo45.github.io/claude-code-design/,Claude Code编程工具设计文档,2026-05-17
PRJ-20260515-008,claudecodesrc-design,0,https://github.com/YeLuo45/claudecodesrc-design,/home/hermes/opensource/collection-claude-code-source-code,https://yeluo45.github.io/claudecodesrc-design/,Claude Code源码分析设计文档,2026-05-17
PRJ-20260515-009,freqtrade-develop-design,0,https://github.com/YeLuo45/freqtrade-develop-design,/home/hermes/opensource/freqtrade-develop,https://yeluo45.github.io/freqtrade-develop-design/,Freqtrade量化交易开发设计文档,2026-05-17
PRJ-20260515-010,langcli-design,0,https://github.com/YeLuo45/langcli-design,/home/hermes/opensource/langcli,https://yeluo45.github.io/langcli-design/,命令行语言工具设计文档,2026-05-17
PRJ-20260515-011,ohmypi-design,0,https://github.com/YeLuo45/ohmypi-design,/home/hermes/opensource/oh-my-pi,https://yeluo45.github.io/ohmypi-design/,树莓派物联网设计文档,2026-05-17
PRJ-20260515-012,opencode-dev-design,0,https://github.com/YeLuo45/opencode-dev-design,/home/hermes/opensource/opencode-dev,https://yeluo45.github.io/opencode-dev-design/,OpenCode开发环境设计文档,2026-05-17
PRJ-20260515-013,ruflo-design,0,https://github.com/YeLuo45/ruflo-design,/home/hermes/opensource/ruflo,https://yeluo45.github.io/ruflo-design/,Ruflo设计文档,2026-05-17
PRJ-20260516-001,hermes-agent-design,0,https://github.com/YeLuo45/hermes-agent-design,/home/hermes/hermes-agent-design,https://yeluo45.github.io/hermes-agent-design/,Hermes Agent核心框架设计文档,2026-05-17
PRJ-20260516-002,cultivation-simulator,1,https://github.com/YeLuo45/cultivation-simulator,/home/hermes/cultivation-simulator,https://yeluo45.github.io/cultivation-simulator/,修仙模拟器游戏，支持角色养成和境界突破,2026-05-17
PRJ-20260516-003,github-repo-manager,2,https://github.com/YeLuo45/github-repo-manager,/home/hermes/github-repo-manager,https://yeluo45.github.io/github-repo-manager/,GitHub仓库管理器，Electron桌面应用,2026-05-17
PRJ-20260516-014,ai-creator-miniprogram,0,https://github.com/YeLuo45/ai-creator-miniprogram,/home/hermes/ai-creator-miniprogram,https://yeluo45.github.io/ai-creator-miniprogram/,AI创作助手小程序,2026-05-17
PRJ-20260516-015,amblyopia-training,0,https://github.com/YeLuo45/amblyopia-training,/home/hermes/amblyopia-training,https://yeluo45.github.io/amblyopia-training/,弱视训练应用,2026-05-17
PRJ-20260516-016,animal-forest,0,https://github.com/YeLuo45/animal-forest,/home/hermes/animal-forest,https://yeluo45.github.io/animal-forest/,动物森林养成游戏,2026-05-17
PRJ-20260516-017,ash-echoes,0,https://github.com/YeLuo45/ash-echoes,/home/hermes/workspace-dev/proposals/ash-echoes,https://yeluo45.github.io/ash-echoes/,Ash Echoes 2D动作RPG游戏,2026-05-17
PRJ-20260516-018,soulshooter,0,https://github.com/YeLuo45/soulshooter,/home/hermes/workspace-dev/proposals/soulshooter,https://yeluo45.github.io/soulshooter/,灵魂射击游戏,2026-05-17
PRJ-20260516-019,super-mario-3d,0,https://github.com/YeLuo45/super-mario-3d,/home/hermes/super-mario-3d,https://yeluo45.github.io/super-mario-3d/,3D超级玛丽游戏,2026-05-17
